StaticId;Name;Not identified name;Notes
534;Кованые латные рукавицы;Латные рукавицы;(+30 Защита от огня, +15 Сила, +15 Выносливость, Гном) Кованые латные рукавицы были созданы Мекориком для своих помощников.  Увеличивая и без того удивительную силу и выносливость гномов, рукавицы также придают исключительную устойчивость к огню, что было необходимо в такой жаркой литейной, как у Мекорика.
535;Пояс  Героя;Пояс;(+5 навыка мастера оружейника, +15 Силы, восстанавление ед.зд., Мужчина) Предназначенный для Святого Перси, этот пояс сообщает доблесть, исключительную силу и обеспечивает восстановление здоровья.  Святой Перси очень часто использовал пояс, но даже с его помощью он не смог избежать смерти от дракона Ромтракса.
536;Эскорт Леди;Кольцо;( Хождение по воде, Падение пера, Защиты, Женщина) Магический эскорт сконструирован магом Терраксом для одной из его подруг, которой пришлось проехать слишком много, чтобы добраться до него.  Кольцо защищает обладателя от стихий, падения и не дает утонуть.  К несчастью, она путешествовала в Эрафию, и кольцо вскоре исчезло.
537;Амулет Кланкера;Амулет;Могучий инструмент для алхимиков, этот амулет был секретом успеха Кланкера.  
538;Тесак Наместника;Тесак;Приятное стальное оружие, тесак остер и готов к действию.
539;Зеркало Медузы;Амулет;Использующий это зеркало полностью неуязвим для окаменения.  Было бы чудесно получить его раньше.  
540;Кинжал  Леди Кармин;Кинжал;Зазубрины и царапины на грязном лезвии говорят, что он побывал во многих стычках.  
541;Клинок Злодея;Меч;Вильям Сетаг частенько убивал заключенных этим клинком, исцеляя себя от небольших порезов и ушибов. Холодное прикосновение этого оружия пощипывает руку.
542;Совершенный Лук;Лук;Объект поиска:  Этот лук, хотя и высокого качества, в бою действует не так, как от него ожидают.  Тетиву слишком тяжело натягивать, она не остается устойчивой при прицеливании, и смещен баланс.
543;Совершенный Лук;Лук;Лук, кажется, определяет силу своего владельца и приспосабливается соответственным образом.  Тетива натягивается легко и ее просто удерживать в таком положении.  Дюжины маленьких преимуществ в конструкции лука, наподобие этого, делают его одним из чудеснейших видов оружия.
544;Маска Тени;Шлем;Маска сконструирована для сохранения инкогнито владельца, она также имеет магические чары и предлагает хорошую защиту.
545;Кольцо Призрака;Кольцо;Необычное кольцо, которое удивительно теплое на ощупь.  Оно усиливает связь обладателя с духом.
546;Кольцо Фей;Кольцо;Редкое и очень могущественное кольцо, созданное феями.  Немногие смертные когда-либо видели такое!
547;Мантия Солнца;Накидка;Мантия является знаком отличия самого высшего ранга, получаемого Священником Солнца.  Было сделано не более девяти таких мантий - по одной на каждого члена Высшего Совета Солнца.
548;Мантия Луны;Накидка;Мантия является знаком отличия самого высшего ранга, получаемого Священником Луны.  Было сделано не более девяти таких мантий - по одной на каждого члена Высшего Совета Луны.
549;Топор Зокарра;Двуручный топор;Фамильная ценность династии Зокарров.  Это оружие придает владельцу большую силу в магии Земли.
550;Плащ Вампира;Накидка;Немного удивительно, что такую накидку можно найти на вампире.  Накидка не дает солнечному свету попадать на тело, но не защищает лицо.
551;Топор Минотавра;Топор;Чудный трофей!  Топор сделан для Минотавра и очень тяжелый, но магическая сила, которой он наделен, делает его легким для всех.
552;Тесак Грогнарда;Тесак;Прекрасно выполненное и наделенное особыми чарами оружие гоблинов.  Хотя первоначально его изготовили для умерщвления эльфов, это оружие хорошо выполняет свою работу и с представителями других рас.
553;_artifact553;_artifact553;Описание здесь.
554;_artifact554;_artifact554;Описание здесь.
555;_artifact555;_artifact555;Описание здесь.
556;_artifact556;_artifact556;Описание здесь.
557;_artifact557;_artifact557;Описание здесь.
558;_artifact558;_artifact558;Описание здесь.
559;_artifact559;_artifact559;Описание здесь.
560;_artifact560;_artifact560;Описание здесь.
561;_artifact561;_artifact561;Описание здесь.
562;_artifact562;_artifact562;Описание здесь.
563;_artifact563;_artifact563;Описание здесь.
564;_artifact564;_artifact564;Описание здесь.
565;_artifact565;_artifact565;Описание здесь.
566;_artifact566;_artifact566;Описание здесь.
567;_artifact567;_artifact567;Описание здесь.
568;_artifact568;_artifact568;Описание здесь.
569;_artifact569;_artifact569;Описание здесь.
570;Лезвие Смерти;Двуручный меч;
571;_artifact571;_artifact571;Описание здесь.
572;_artifact572;_artifact572;Описание здесь.
573;_artifact573;_artifact573;Описание здесь.
574;_artifact574;_artifact574;Описание здесь.
575;_artifact575;_artifact575;Описание здесь.
576;_artifact576;_artifact576;Описание здесь.
577;_artifact577;_artifact577;Описание здесь.
578;_artifact578;_artifact578;Описание здесь.
579;_artifact579;_artifact579;Описание здесь.
580;_artifact580;_artifact580;Описание здесь.
581;_artifact581;_artifact581;Описание здесь.
582;_artifact582;_artifact582;Описание здесь.
583;_artifact583;_artifact583;Описание здесь.
584;_artifact584;_artifact584;Описание здесь.
585;_artifact585;_artifact585;Описание здесь.
586;_artifact586;_artifact586;Описание здесь.
587;_artifact587;_artifact587;Описание здесь.
588;_artifact588;_artifact588;Описание здесь.
589;_artifact589;_artifact589;Описание здесь.
590;_artifact590;_artifact590;Описание здесь.
591;_artifact591;_artifact591;Описание здесь.
592;_artifact592;_artifact592;Описание здесь.
593;_artifact593;_artifact593;Описание здесь.
594;_artifact594;_artifact594;Описание здесь.
595;_artifact595;_artifact595;Описание здесь.
596;_artifact596;_artifact596;Описание здесь.
597;_artifact597;_artifact597;Описание здесь.
598;_artifact598;_artifact598;Описание здесь.
599;_artifact599;_artifact599;Описание здесь.
600;Сердце Леса;Драгоценный камень;Объект поиска:  Драгоценность, каких вы никогда не видели.
601;Сосуд Лича;Сосуд;Объект поиска:  Сосуд, содержащий вашу физическую и духовную суть.  Не потеряйте сосуд.
602;Ларец с Сосудами Души;Ларец с Сосудами Души;Объект поиска:  Любовно сделанный ларец из розового дерева для хранения Сосудов Личей.  Этот ларец полон.
603;Перо Парсона;Перо;Объект поиска:  Это перо было в руке Короля Парсона при подписании договора об окончании Первой Древесной Войны.
604;Гидрокостюм;Странный костюм;Объект поиска:  Этот гидрозащитный костюм позволяет не только дышать, но и защищает от излишнего давления при глубоком погружении в море. При надетом костюме нельзя носить на себе другие вещи.  Для ношения этого костюма вы должны снять ВСЕ снаряжение.
605;Волновой Разрушитель;Древность;Объект поиска:  В этом устройстве нет видимых символов или частей.  Почему оно так ценно - вне вашего понимания.
606;Перстень с печатью;Кольцо;Объект поиска:  Стилизованные Д и П, перевитые змеей с короной над головой, выгравированы на лицевой части этого кольца.  Перстень, определенно, принадлежит Дэврику.
607;Письмо от Иоханна Керрида Королю фей;Письмо;Объект поиска:  Письмо от Иоханна Керрида Королю фей.  Открывать чужие письма некрасиво и обоим сторонам это не понравилось бы.
608;Запечатанное Письмо 2;Письмо;Запечатанное письмо.
609;Запечатанное Письмо 3;Письмо;Запечатанное письмо.
610;Запечатанное Письмо 4;Письмо;Запечатанное письмо.
611;Запечатанное Письмо 5;Письмо;Запечатанное письмо.
612;Запечатанное Письмо 6;Письмо;Запечатанное письмо.
613;Запечатанное Письмо 7;Письмо;Запечатанное письмо.
614;Письмо от Норберта Траша Лорду Мархэму;Письмо;Объект поиска:  Письмо от Норберта Траша Лорду Мархэму.  Открывать чужие письма некрасиво и обоим сторонам это не понравилось бы.
615;Сосуд Лича;Сосуд;Объект поиска:  Пустой сосуд
616;Лампа с джинном;Лампа;"Джинны, заточенные в этих лампах, обычно вознаграждают тех, кто освобождает их; хотя иногда они испытывают жестокое наслаждение, наказывая первое живое существо, которое встретят.  Чтобы использовать лампу с джинном, поднимите лампу и левой кнопкой мышки щелкните на портрете вашего персонажа в меню снаряжения."
617;Статуэтка рыцаря;Статуэтка;Объект поиска:  Маленькая статуэтка - фигурка рыцаря.  Статуэтка, кажется, излучает слабую магию.
618;Статуэтка орла;Статуэтка;Объект поиска:  Маленькая статуэтка гордого орла.  Статуэтка, кажется, излучает слабую магию.
619;Статуэтка ангела;Статуэтка;Объект поиска:  Маленькая статуэтка ангела.  Статуэтка, кажется, излучает слабую магию.
620;Большой гобелен;Гобелен;Большой гобелен, идеально подходит для украшения зала в замке.
621;Картина со статуей ангела;Рисунок;Объект поиска:  Рисунок фонтана с ангелом во дворе Замка Айронфист.
622;Портрет Арчибальда Айронфиста;Рисунок;Объект поиска:  Портрет Арчибальда Айронфиста до Войны за Наследство в Энроте.
623;Портрет Роланда Айронфиста;Рисунок;Объект поиска:  Портрет Роланда Айронфиста до Войны за Наследство в Энроте.
624;Ваза;Ваза;Объект поиска:  Эта маленькая фарфоровая ваза имеет гравировку: Лорду Мархэму за большую помощь в войне. Королева Катерина.
625;Цветок (Роза);Цветок;Красная роза.
626;Череп Зокарра IV;Череп;Объект поиска:  Череп старого Короля гномов Зокарра IV.  Выглядит не особенно впечатляюще.
627;Бедренная кость;Кость;Человеческая(?) бедренная кость.
628;Прах Халдара;Сосуд;Объект поиска:  Этот сосуд странной формы не удается ни открыть, ни сломать даже после нескольких попыток.  Похоже, что Халдар не хочет, чтобы его тревожили. 
629;Эликсир;Бутылка;Объект поиска:  Светящийся эликсир с, вероятно, магическими свойствами.
630;Красное яблоко;Яблоко;Такие яблоки растут на магических деревьях, обычно в эльфийских землях АвЛи и в Тулареанском лесу, хотя и не только в этих областях.  Чтобы использовать яблоко, возьмите его и левой кнопкой мыши щелкните на портрете вашего персонажа в меню снаряжения.
631;Шикарная шляпа;Шляпа;Объект поиска: Эта шляпа, похоже, принадлежит влиятельному члену общества: перо настоящее, и качество на уровне.  К сожалению, она не того размера.
632;Лютня;Инструмент;Объект поиска: Эта лютня мастерски изготовлена, и ухаживали за ней с любовью.  Этот инструмент явно принадлежит менестрелю.
633;Волшебная Свирель;Инструмент;Объект поиска:  Эта прекрасно выполненная свирель хотя и выглядит незамысловатой, но играть на ней трудно. Похоже, она сама себе на уме.
634;Труба Грифонхарта;Инструмент;Объект поиска:  Артефакт из недавнего спора эльфов и людей, потерянный Террансом Грифонхартом в отчаянной ночной схватке с силами эльфов. Ходят слухи, что армия, сражавшаяся под звуки этой трубы, не проиграла ни одного сражения.  Даже если слухи ложные, они, несомненно, усилят моральный дух каждой из сторон.
635;Морская раковина;Морская раковина;Объект поиска: Морские раковины таких больших размеров находят только на берегах Изумрудного острова.  Одна из них могла бы стать прекрасным сувениром, напоминающем о времени, проведенном здесь.
636;Половая плитка (с иероглифами Храма Луны);Плитка;Объект поиска: Эта плитка была, очевидно частью библиотеки в Храме Луны.
637;Крылатые Сандалии;Сандалии;(+100 Скорость, +50 Меткость, +50 Щит от воздуха, восстановление ед.зд., восстановление очк.магии, Падение пера) По слухам, обувь бога, крылатые сандалии передают огромную силу своему обладателю.
638;Епитрахиль Времен Года;Епитрахиль;Объект поиска: Епитрахиль Времен Года надевается священниками во время празднеств в честь времен года. Хотя у нее нет никакой силы, большинство простых людей думает, что она дает удачу при выращивании или сборе урожая.
639;Торс голема;Часть голема;Объект поиска:  Широкий торс могучего голема.  Для полной готовности, похоже, требуется небольшая сборка.
640;Нормальная голова голема Эбби;Часть голема;Объект поиска:  Голова могучего голема с вмятиной.  Выглядит немного... странно.  Для полной готовности, похоже, требуется небольшая сборка.
641;Голова голема;Часть голема;Объект поиска:  Гордая голова могучего голема.  Для полной готовности, похоже, требуется небольшая сборка.
642;Левая нога голема;Часть голема;Объект поиска:  Массивная левая нога могучего голема.  Для полной готовности, похоже, требуется небольшая сборка.
643;Правая нога голема;Часть голема;Объект поиска:  Массивная правая нога могучего голема.  Для полной готовности, похоже, требуется небольшая сборка.
644;Правая рука голема;Часть голема;Объект поиска:  Мощная правая рука могучего голема.  Для полной готовности, похоже, требуется небольшая сборка.
645;Левая рука голема;Часть голема;Объект поиска:  Мощная левая рука могучего голема.  Для полной готовности, похоже, требуется небольшая сборка.
646;Подкова;Подкова;Эта отличная подкова выполнена из серебра.  Чтобы использовать, возьмите подкову и щелкните правой кнопкой на портрете персонажа.
647;Яйцо дракона;Яйцо;Объект поиска:  Грубое, кожаное и странно теплое, это яйцо почти готово проклюнуться.
648;Фонарь Света;Фонарь;Объект поиска:  Этот фонарь светит слабым светом, хотя внутри, кажется, нет никакого пламени.
649;Изношенный ремень;Пояс;Объект поиска:  Этот ремень так сильно изношен, что протянет не более часа.  К счастью, этого времени должно хватить.
650;Храм в бутылке;Бутылка;Небольшое здание странной формы выстроено прямо внутри стеклянной бутылки.  Что-то манит вас внутрь бутылки.  Чтобы использовать, поднимите бутылку и щелкните мышкой на портрете вашего персонажа в меню снаряжения.
651;Колода для игры в АркоМэйдж;Колода;Объект поиска: Колода причудливо нарисованных карт, используемая для популярной карточной игры.
652;Ключ Западного Столпа;Ключ;Маленький ключ.
653;Ключ Центрального Столпа;Ключ;Маленький ключ.
654;Ключ Восточного Столпа;Ключ;Маленький ключ.
655;Ключ от кургана;Ключ;Маленький ключ.
656;Ключ от кургана;Ключ;Маленький ключ.
657;Ключ от кургана;Ключ;Маленький ключ.
658;Щит соперника;Щит соперника;Объект поиска:  На тыльной стороне этого потрепанного щита пятна крови.  Несомненно, его владелец был убит.
659;Ключ от башни Вильяма;Ключ;Маленький ключ.
660;Ключ Катерины;Ключ;Маленький ключ.
661;Ключ Колонии Зод;Ключ;Маленький ключ.
662;Ключ Феи;Ключ;Маленький ключ.
663;Ключ от Канализации;Ключ;Искали?  Не удивительно, что не нашли в канализации...  он все время был в Эрафии.
664;Ключ с новым названием;Ключ;Маленький ключ.
665;Ключ с новым названием;Ключ;Маленький ключ.
666;Ключ с новым названием;Карта;Маленький ключ.
667;Ключ с новым названием;Карта;Маленький ключ.
668;Ключ с новым названием;Карта;Маленький ключ.
669;Ключ с новым названием;Карта;Маленький ключ.
670;Ключ с новым названием;Карта;Маленький ключ.
671;Топор Снергла;Топор;Объект поиска:  Лучший топор гномов, когда-либо произведенный в Энроте, с именем Снергла, написанным витиеватыми рунами гномов поперек топорища.
672;Щит Лорда Килбурна;Большой щит;Объект поиска:  Этот видавший виды щит все еще отмечен именем Килбурна у основания.
673;Место для Сосуда Лича;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
674;Место для Эликсира;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
675;Куб Управления;Куб;Объект поиска:  Небольшой черный куб из неизвестного металла.
676;Часть алтаря;Часть алтаря;Объект поиска:  Странный объект, изготовленный из неизвестного металла с пурпурным оттенком.  Он кажется завершенным только наполовину.
677;Часть алтаря;Часть алтаря;Объект поиска:  Странный объект, изготовленный из неизвестного металла с пурпурным оттенком.  Он кажется завершенным только наполовину.
678;Место для последней части;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
679;Level Design Placeholder;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
680;Место для артефакта (эльф против человека);Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
681;Место для планов Риверстрайда;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
682;Место для фальшивых планов;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
683;Карта острова Эвенморн;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
684;Место для нейтрального лука;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
685;Место для артефакта Эльф/Человек;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
686;Железная руда;Глыба руды;Маленький пласт железной руды.  В руках умелого ремесленника это могло бы стать оружием, амулетом, кольцом, доспехами или почти любым другим полезным предметом.
687;Сиертальная руда;Глыба руды;Маленький пласт сиертальной руды.  Сильнее и легче стали, в руках умелого ремесленника сиерталь мог бы стать оружием, амулетом, кольцом, доспехами или почти любым другим полезным предметом.
688;Фильтовая руда;Глыба руды;Маленький пласт фильтовой руды  Фильт часто используется в стальных сплавах для усиления прочности стали и магических свойств.  В руках умелого ремесленника фильт мог бы стать оружием, амулетом, кольцом, доспехами или почти любым другим полезным предметом.
689;Кергаровая руда;Глыба руды;Маленький пласт кергаровой руды.  Кергар имеет свойства стали, но его проще заколдовать.  В руках умелого ремесленника кергар мог бы стать магическим оружием, амулетом, кольцом, доспехами или почти любым другим  предметом.
690;Эрудиновая руда;Глыба руды;Маленький пласт эрудиновой руды.  Редкая магическая руда, встречающаяся в нескольких областях Эрафии, в руках умелого ремесленника эрудин могла бы стать могучим оружием, амулетом, кольцом, доспехами или почти любым другим предметом.
691;Стальтовая руда;Глыба руды;Маленький пласт стальтовой руды.  Легко поддающийся магии и твердый, как обсидиан, в руках умелого ремесленника стальт мог бы стать невероятно мощным оружием, амулетом, кольцом, доспехами и почти любым другим предметом.
692;Ящик с наконечниками стрел;Ящик;Ящик c товарами.
693;Ящик с перьями грифона;Ящик;Ящик c товарами.
694;Ящик с Тулареанской древесиной;Ящик;Ящик c товарами.
695;Ящик песка;Ящик;Ящик c товарами.
696;Ящик со стеклянными бутылками;Ящик;Ящик c товарами.
697;Ящик с энротским вином;Ящик;Ящик c товарами.
698;Приказы Снергла;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
699;Название сообщения;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
700;Сообщение из Эрафии;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
701;Шифр;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
702;Скрижаль Волн;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
703;Основы криптографии;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
704;Сообщение от г-на Стэнтли;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
705;Планы Риверстрайда;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
706;Фальшивые планы Риверстрайда;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
707;Фрагмент солдатского дневника;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
708;Письмо от г-на Стэнтли;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
709;Порванная страница;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
710;Остатки дневника;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
711;Выдержки из дневника;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
712;Письмо от Арчибальда;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
713;Письмо от Мальвика;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
714;Письмо от Гэвина Магнуса;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
715;Фрагмент дневника;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
716;Письмо Хейрбау;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
717;Письмо от г-на Стэнтли;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
718;Запись в дневнике от 23 апреля;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
719;Запись в дневнике от 30 июня;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
720;Выдержка из дневника;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
721;Письмо;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
722;Запись в дневнике от 11 декабря;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
723;Приказы из Стедвика;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
724;Запись в дневнике, 2 января ;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
725;Запись в дневнике от 19 сентября;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
726;Запись в дневнике;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
727;Пустой свиток;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
728;Купчая;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
729;Пустой свиток;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
730;Пустой свиток;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
731;Пустой свиток;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
732;Пустой свиток;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
733;Пустой свиток;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
734;Письмо от Ценофекса;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
735;Пустой свиток;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
736;Пустой свиток;Свиток с сообщением;Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.
